0.01577187,2,0,1,0,0,0,20,7.724396,19.30751,-2.059839

0.03577232,5,0.154457,1.38215,-0.04118854,0,0,20,7.722852,19.10749,-2.059427

0.05577278,9,0.3088832,1.7603,-0.08236884,0,0,20,7.721307,18.90751,-2.059015

0.07577133,12,0.4632785,2.134451,-0.1235409,0,0,20,7.719763,18.70757,-2.058604

0.09577179,16,0.6176429,2.504605,-0.1647047,0,0,20,7.71822,18.50767,-2.058192

0.1157722,19,0.7719764,2.870761,-0.2058603,0,0,20,7.716676,18.3078,-2.05778

0.1357727,22,0.9262791,3.232921,-0.2470077,0,0,20,7.715133,18.10798,-2.057369

0.1557713,26,1.080551,3.591085,-0.2881469,0,0,20,7.71359,17.9082,-2.056957

0.1757717,31,1.234792,3.945254,-0.3292778,0,0,20,7.712048,17.70846,-2.056546

0.1957722,34,1.389002,4.295429,-0.3704005,0,0,20,7.710505,17.50876,-2.056135

0.2157726,38,1.543181,4.641611,-0.411515,0,0,20,7.708963,17.3091,-2.055723

0.2357712,41,1.69733,4.9838,-0.4526213,0,0,20,7.707422,17.10948,-2.055312

0.2557716,44,1.851447,5.321998,-0.4937193,0,0,20,7.705881,16.90989,-2.054901

0.2757721,48,2.005534,5.656205,-0.5348091,0,0,20,7.70434,16.71035,-2.05449

0.2957726,53,2.15959,5.986422,-0.5758907,0,0,20,7.702799,16.51085,-2.05408

0.3157711,57,2.313615,6.31265,-0.6169641,0,0,20,7.701259,16.31139,-2.053669

0.3357716,61,2.467609,6.634889,-0.6580293,0,0,20,7.699718,16.11197,-2.053258

0.355772,65,2.621573,6.953141,-0.6990862,0,0,20,7.698179,15.91259,-2.052847

0.3757725,69,2.775506,7.267406,-0.740135,0,0,20,7.69664,15.71324,-2.052437

0.3957729,73,2.929408,7.577684,-0.7811755,0,0,20,7.6951,15.51394,-2.052027

0.4157715,76,3.083279,7.883978,-0.8222078,0,0,20,7.693562,15.31468,-2.051616

0.4357719,80,3.23712,8.186287,-0.8632319,0,0,20,7.692023,15.11545,-2.051206

0.4557724,83,3.390929,8.484612,-0.9042478,0,0,20,7.690485,14.91627,-2.050796

0.4757729,87,3.544708,8.778955,-0.9452555,0,0,20,7.688947,14.71712,-2.050386

0.4957714,91,3.698457,9.069315,-0.986255,0,0,20,7.687409,14.51802,-2.049976

0.5157719,95,3.852174,9.355694,-1.027246,0,0,20,7.685872,14.31896,-2.049566

0.5357723,99,4.005861,9.638092,-1.068229,0,0,20,7.684335,14.11993,-2.049156

0.5557728,103,4.159517,9.916511,-1.109204,0,0,20,7.682798,13.92095,-2.048746

0.5757713,107,4.313142,10.19095,-1.150171,0,0,20,7.681262,13.722,-2.048337

0.5957718,111,4.466736,10.46141,-1.19113,0,0,20,7.679726,13.5231,-2.047927

0.6157722,113,4.6203,10.7279,-1.23208,0,0,20,7.67819,13.32423,-2.047517

0.6357727,117,4.773833,10.99041,-1.273022,0,0,20,7.676655,13.12541,-2.047108

0.6557713,121,4.927336,11.24894,-1.313956,0,0,20,7.67512,12.92662,-2.046699

0.6757717,124,5.080807,11.5035,-1.354882,0,0,20,7.673585,12.72787,-2.046289

0.6957722,128,5.234248,11.75408,-1.3958,0,0,20,7.67205,12.52917,-2.04588

0.7157726,131,5.387659,12.00069,-1.436709,0,0,20,7.670516,12.3305,-2.045471

0.7357712,135,5.541038,12.24333,-1.47761,0,0,20,7.668983,12.13187,-2.045062

0.7557716,138,5.694387,12.48199,-1.518503,0,0,20,7.667449,11.93329,-2.044653

0.7757721,142,5.847705,12.71669,-1.559388,0,0,20,7.665915,11.73474,-2.044244

0.7957726,145,6.000993,12.94741,-1.600265,0,0,20,7.664382,11.53623,-2.043835

0.8157711,148,6.15425,13.17417,-1.641133,0,0,20,7.66285,11.33776,-2.043427

0.8357716,152,6.307476,13.39695,-1.681994,0,0,20,7.661317,11.13934,-2.043018

0.855772,155,6.460672,13.61577,-1.722846,0,0,20,7.659785,10.94095,-2.042609

0.8757725,159,6.613837,13.83062,-1.76369,0,0,20,7.658254,10.7426,-2.042201

0.8957729,162,6.766971,14.04151,-1.804526,0,0,20,7.656722,10.54429,-2.041792

0.9157715,165,6.920075,14.24843,-1.845353,0,0,20,7.655191,10.34602,-2.041384

0.9357719,169,7.073148,14.45139,-1.886173,0,0,20,7.65366,10.14779,-2.040976

0.9557724,173,7.226191,14.65038,-1.926984,0,0,20,7.65213,9.949598,-2.040568

0.9757729,177,7.379203,14.84541,-1.967787,0,0,20,7.650599,9.751448,-2.040159

0.9957714,180,7.532184,15.03647,-2.008582,0,0,20,7.64907,9.553336,-2.039752

1.015772,184,7.685135,15.22358,-2.049369,0,0,20,7.64754,9.355265,-2.039344

1.035772,188,7.838055,15.40672,-2.090148,0,0,20,7.646011,9.157232,-2.038936

1.055773,192,7.990945,15.58591,-2.130919,0,0,20,7.644482,8.95924,-2.038528

1.075771,196,8.143804,15.76114,-2.171681,0,0,20,7.642953,8.761288,-2.038121

1.095772,199,8.296632,15.9324,-2.212435,0,0,20,7.641425,8.563375,-2.037713

1.115772,203,8.44943,16.09971,-2.253181,0,0,20,7.639896,8.365501,-2.037306

1.135773,207,8.602197,16.26307,-2.293919,0,0,20,7.638369,8.167667,-2.036898

1.155771,211,8.754933,16.42246,-2.334649,0,0,20,7.636841,7.969873,-2.036491

1.175772,214,8.90764,16.57791,-2.375371,0,0,20,7.635314,7.772119,-2.036084

1.195772,217,9.060315,16.72939,-2.416084,0,0,20,7.633787,7.574404,-2.035676

1.215773,221,9.21296,16.87693,-2.45679,0,0,20,7.632261,7.376729,-2.035269

1.235771,225,9.365575,17.02051,-2.497487,0,0,20,7.630734,7.179093,-2.034863

1.255772,229,9.518159,17.16014,-2.538176,0,0,20,7.629209,6.981497,-2.034456

1.275772,233,9.670712,17.29582,-2.578857,0,0,20,7.627683,6.78394,-2.034049

1.295773,236,9.823236,17.42755,-2.61953,0,0,20,7.626158,6.586423,-2.033642

1.315771,239,9.975728,17.55533,-2.660194,0,0,20,7.624633,6.388945,-2.033235

1.335772,243,10.12819,17.67916,-2.700851,0,0,20,7.623108,6.191507,-2.032829

1.355772,248,10.28062,17.79904,-2.741499,0,0,20,7.621583,5.994108,-2.032422

1.375772,251,10.43302,17.91497,-2.78214,0,0,20,7.620059,5.796749,-2.032016

1.395773,254,10.58539,18.02696,-2.822772,0,0,20,7.618536,5.599429,-2.03161

1.415771,257,10.73773,18.13501,-2.863396,0,0,20,7.617012,5.402149,-2.031203

1.435772,257,10.89004,18.2391,-2.904012,0,0,20,7.615489,5.204908,-2.030797

1.455772,260,11.04232,18.33926,-2.94462,0,0,20,7.613966,5.007706,-2.030391

1.475773,264,11.19457,18.43547,-2.98522,0,0,20,7.612443,4.810544,-2.029985

1.495771,267,11.34679,18.52774,-3.025811,0,0,20,7.610921,4.613421,-2.029579

1.515772,270,11.49898,18.61606,-3.066395,0,0,20,7.609399,4.416338,-2.029173

1.535772,274,11.65114,18.70045,-3.10697,0,0,20,7.607878,4.219295,-2.028767

1.555773,276,11.80326,18.7809,-3.147537,0,0,20,7.606356,4.02229,-2.028362

1.575771,279,11.95536,18.8574,-3.188096,0,0,20,7.604835,3.825325,-2.027956

1.595772,283,12.10743,18.92997,-3.228647,0,0,20,7.603314,3.6284,-2.02755

1.615772,286,12.25946,18.9986,-3.26919,0,0,20,7.601794,3.431513,-2.027145

1.635773,289,12.41147,19.0633,-3.309725,0,0,20,7.600274,3.234666,-2.02674

1.655771,293,12.56344,19.12405,-3.350251,0,0,20,7.598754,3.037859,-2.026334

1.675772,296,12.71539,19.18087,-3.39077,0,0,20,7.597234,2.841091,-2.025929

1.695772,299,12.8673,19.23376,-3.43128,0,0,20,7.595715,2.644362,-2.025524

1.715773,302,13.01919,19.28271,-3.471782,0,0,20,7.594196,2.447673,-2.025119

1.735771,306,13.17104,19.32774,-3.512277,0,0,20,7.592678,2.251023,-2.024714

1.755772,309,13.32286,19.36882,-3.552763,0,0,20,7.591159,2.054412,-2.024309

1.775772,312,13.47465,19.40598,-3.593241,0,0,20,7.589641,1.85784,-2.023904

1.795773,315,13.62642,19.43921,-3.633711,0,0,20,7.588123,1.661308,-2.023499

1.815771,319,13.77815,19.4685,-3.674172,0,0,20,7.586606,1.464815,-2.023095

1.835772,323,13.92985,19.49387,-3.714626,0,0,20,7.585089,1.268361,-2.02269

1.855772,326,14.08152,19.51531,-3.755072,0,0,20,7.583572,1.071947,-2.022285

1.875772,328,14.23316,19.53282,-3.79551,0,0,20,7.582056,0.8755717,-2.021881

1.895773,332,14.38477,19.54641,-3.835939,0,0,20,7.580539,0.6792359,-2.021477

1.915771,335,14.53635,19.55606,-3.876361,0,0,20,7.579023,0.4829393,-2.021072

1.935772,338,14.6879,19.5618,-3.916774,0,0,20,7.577508,0.286682,-2.020668

1.955772,342,14.83942,19.56361,-3.95718,0,0,20,7.575993,0.09046385,-2.020264

1.975773,345,14.99091,19.56149,-3.997577,0,0,20,7.574478,-0.105715,-2.01986

1.995771,348,15.14237,19.55546,-4.037966,0,0,20,7.572963,-0.3018546,-2.019456

